,longitude,latitude,hashtags,date_taken,url,cluster
40059,4.829,45.759,"[street, city, blue, light, water, fountain, colors, night, eau, lyon, pentax, couleurs, bleu, kr, fête, fontaine, nuit, ville, atreides, lumières, lumieres, fêtedeslumières, pentaxart, atreides59, cedriclafrance]",6/12/2012_19:35,http://farm9.staticflickr.com/8503/8316552231_3e25e70af0_t.jpg,8
44086,4.8292,45.759,"[france, architecture, canon, lyon, nuit, église, rhone, fêtedeslumières, rhonealpes, vieuxlyon, quartierstgeorges, édificereligieux, canoneos60d, formatpaysage, efs1585mmf3556isusm]",9/12/2011_19:41,http://farm8.staticflickr.com/7009/6493325881_7625e02746_t.jpg,8
58278,4.829,45.759,"[lyon, lumière, lumiere, light, fêtedeslumières, fête, des, lumières, korrigan, chevalier, knight, nuit, night, couleurs, colors, pentaxart, pentax, kr, atreides, atreides59, cedriclafrance]",6/12/2012_18:33,http://farm9.staticflickr.com/8491/8318355604_f9f76c8f99_t.jpg,8
57280,4.829,45.759,"[light, colors, night, lyon, pentax, lumière, couleurs, renault, lumiere, kr, fête, nuit, atreides, lumières, fêtedeslumières, pentaxart, twizy, atreides59, cedriclafrance]",7/12/2012_15:55,http://farm9.staticflickr.com/8356/8329636976_d818a11681_t.jpg,8
27025,4.829,45.759,"[blue, light, colors, night, lights, lyon, pentax, lumière, couleurs, violet, bleu, lumiere, kr, fête, nuit, atreides, lumières, lumieres, fêtedeslumières, pentaxart, atreides59, cedriclafrance]",7/12/2012_19:17,http://farm9.staticflickr.com/8353/8354631388_4960682bff_t.jpg,8
13592,4.829,45.759,"[light, festival, lyon, pentax, lumière, fete, lumiere, kr, fête, atreides, lumières, lumieres, pentaxart, atreides59, cedriclafrance]",9/12/2011_15:25,http://farm8.staticflickr.com/7023/6776136895_c6c3fa5b19_t.jpg,8
40236,4.829,45.759,"[world, fish, eye, moulin, foot, war, jean, lyon, pentax, wwii, fisheye, prison, kr, ww, pied, guerre, atreides, vestige, weltkrieg, mondiale, jeanmoulin, montluc, pentaxart, atreides59, cedriclafrance, prisondemontluc]",6/12/2012_15:57,http://farm9.staticflickr.com/8226/8416397625_1d3112518a_t.jpg,8
13456,4.829,45.759,"[light, france, colour, lights, colours, lyon, lumière, couleurs, fete, lumiere, nights, fête, nuit, couleur, lumières, lumieres, 2012]",8/12/2012_1:40,http://farm9.staticflickr.com/8492/8263842669_a498c3fb32_t.jpg,8
22154,4.829,45.759,"[street, city, light, streetart, night, lights, lyon, pentax, lumière, kr, nuit, atreides, lumières, lumieres, fêtedeslumières, pentaxart, atreides59, cedriclafrance]",8/12/2012_20:21,http://farm9.staticflickr.com/8356/8395464843_a0aeb9f399_t.jpg,8
17247,4.829,45.759,[],7/12/2012_21:23,http://farm9.staticflickr.com/8212/8257290196_8678358b51_t.jpg,8
22133,4.829,45.759,"[light, night, colours, lyon, couleurs, fete, lumiere, nuit, lumieres]",9/12/2011_19:51,http://farm8.staticflickr.com/7007/6487082413_c8be6c7bcf_t.jpg,8
58280,4.829,45.759,"[light, night, colours, lyon, couleurs, fete, lumiere, nuit, lumieres]",9/12/2011_20:17,http://farm8.staticflickr.com/7165/6487081653_66ef3bcdb9_t.jpg,8
39776,4.829,45.759,"[flowers, light, flower, fleur, colors, night, fleurs, lights, lyon, pentax, lumière, couleurs, lumiere, kr, fête, nuit, atreides, lumières, lumieres, fêtedeslumières, pentaxart, atreides59, cedriclafrance]",7/12/2012_18:27,http://farm9.staticflickr.com/8074/8349442225_67faed136a_t.jpg,8
54007,4.829,45.759,"[city, light, night, foot, lights, hand, lyon, pentax, lumière, main, lumiere, kr, fête, pied, nuit, atreides, lumières, lumieres, fêtedeslumières, pentaxart, atreides59, cedriclafrance]",7/12/2012_17:55,http://farm9.staticflickr.com/8364/8343604134_af63fa6831_t.jpg,8
16852,4.829,45.759,"[light, red, festival, night, rouge, nbc, lyon, pentax, fete, lumiere, kr, fête, nuit, atreides, lumières, korrigan, pentaxart, atreides59, cedriclafrance]",9/12/2011_15:12,http://farm8.staticflickr.com/7152/6775754275_91e7cda72d_t.jpg,8
16397,4.829,45.759,"[street, light, people, flower, fleur, night, lights, lyon, pentax, lotus, lumière, fete, lumiere, segway, kr, fête, nuit, atreides, lumières, lumieres, fêtedeslumières, pentaxart, atreides59, cedriclafrance]",8/12/2012_16:14,http://farm9.staticflickr.com/8468/8377877054_13645b72fa_t.jpg,8
39294,4.829,45.759,"[light, night, colours, lyon, couleurs, fete, lumiere, nuit, lumieres]",9/12/2011_20:16,http://farm8.staticflickr.com/7031/6487081827_9258c9d8b6_t.jpg,8
16435,4.829,45.759,"[light, color, colors, night, lights, lyon, pentax, lumière, couleurs, fete, lumiere, kr, fête, nuit, couleur, atreides, lumières, lumieres, fêtedeslumières, fetedeslumieres, pentaxart, atreides59, cedriclafrance]",7/12/2012_19:53,http://farm9.staticflickr.com/8330/8374767960_ef69bc253c_t.jpg,8
50442,4.829,45.759,"[light, colors, night, lyon, pentax, lumière, couleurs, lumiere, kr, fête, nuit, atreides, lumières, fêtedeslumières, pentaxart, atreides59, cedriclafrance]",7/12/2012_16:30,http://farm9.staticflickr.com/8075/8328580233_f705188759_t.jpg,8
23171,4.829,45.759,"[world, fish, eye, sepia, moulin, war, jean, lyon, pentax, wwii, fisheye, prison, kr, ww, guerre, atreides, vestige, weltkrieg, mondiale, jeanmoulin, montluc, pentaxart, atreides59, cedriclafrance, prisondemontluc]",6/12/2012_15:57,http://farm9.staticflickr.com/8377/8417492084_6e9262af8a_t.jpg,8
14456,4.829,45.759,"[street, city, light, colors, night, lights, lyon, pentax, lumière, couleurs, fete, lumiere, kr, fête, nuit, atreides, lumières, lumieres, fêtedeslumières, korrigan, pentaxart, atreides59, cedriclafrance]",7/12/2012_19:46,http://farm9.staticflickr.com/8512/8362574188_0247016001_t.jpg,8
57300,4.829,45.759,"[street, city, streetart, art, foot, lyon, pentax, lumière, lumiere, kr, fête, pied, ville, atreides, lumières, lumieres, fêtedeslumières, pentaxart, atreides59, cedriclafrance]",7/12/2012_16:50,http://farm9.staticflickr.com/8503/8337602114_5d983890aa_t.jpg,8
57296,4.829,45.759,"[light, orange, church, colors, night, lights, purple, lyon, pentax, lumière, couleurs, violet, lumiere, kr, fête, nuit, église, eglise, atreides, lumières, lumieres, fêtedeslumières, pentaxart, atreides59, cedriclafrance]",8/12/2012_19:36,http://farm9.staticflickr.com/8082/8383686479_e64da90d11_t.jpg,8
14417,4.8293,45.759,"[festival, lights, lyon, nuit, rhone, fêtedeslumières, feuxdartifices]",6/12/2009_20:12,http://farm9.staticflickr.com/8190/8134166176_d1a53e2646_t.jpg,8
5684,4.8293,45.759,"[festival, lights, lyon, nuit, rhone, fêtedeslumières, feuxdartifices]",6/12/2009_20:12,http://farm9.staticflickr.com/8193/8136199639_41af8a8632_t.jpg,8
36381,4.829,45.759,"[light, green, colors, night, lights, lyon, pentax, lumière, couleurs, vert, lumiere, kr, fête, nuit, atreides, lumières, lumieres, fêtedeslumières, pentaxart, atreides59, cedriclafrance]",7/12/2012_19:17,http://farm9.staticflickr.com/8214/8353569689_f3ec7d8860_t.jpg,8
16648,4.8293,45.759,"[festival, lights, lyon, mariage, nuit, rhone, fêtedeslumières, feuxdartifices, cathédralestjean]",6/12/2009_20:12,http://farm9.staticflickr.com/8186/8134165262_bd44718992_t.jpg,8
50617,4.829,45.759,"[world, fish, eye, moulin, war, doors, jean, lyon, pentax, wwii, fisheye, prison, kr, ww, guerre, resistance, atreides, portes, vestige, résistance, weltkrieg, mondiale, jeanmoulin, resistant, résistant, montluc, pentaxart, atreides59, cedriclafrance]",6/12/2012_15:33,http://farm9.staticflickr.com/8378/8409752866_c63975f546_t.jpg,8
39666,4.829,45.759,"[lyon, fêtedeslumières, angus1989]",6/12/2009_0:7,http://farm3.staticflickr.com/2603/4179508640_2faa8dfc46_t.jpg,8
3145,4.829,45.759,[],9/12/2011_0:40,http://farm8.staticflickr.com/7018/6513169543_ed7456b639_t.jpg,8
16327,4.829,45.759,"[world, fish, eye, moulin, war, jean, lyon, pentax, wwii, fisheye, prison, kr, ww, guerre, atreides, vestige, weltkrieg, mondiale, jeanmoulin, montluc, pentaxart, atreides59, cedriclafrance, prisondemontluc]",6/12/2012_15:38,http://farm9.staticflickr.com/8377/8416397697_2d542e5e05_t.jpg,8
17009,4.829,45.759,"[light, church, night, nbc, lights, lyon, pentax, lumière, cathédrale, fete, lumiere, kr, fête, nuit, église, eglise, atreides, cathedrale, pentaxart, atreides59, cedriclafrance]",8/12/2011_20:35,http://farm8.staticflickr.com/7162/6756796001_fcbe2cde7e_t.jpg,8
50056,4.829,45.759,"[light, night, lights, couple, heart, lyon, pentax, lumière, coeur, rhône, lovers, kr, fête, nuit, atreides, lumières, lumieres, amoureux, rhone, fêtedeslumières, pentaxart, atreides59, cedriclafrance]",9/12/2012_18:43,http://farm9.staticflickr.com/8518/8398367797_48e59cfe4b_t.jpg,8
9669,4.829,45.759,"[blue, light, fish, night, lights, lyon, pentax, lumière, rhône, bleu, kr, fête, poisson, nuit, atreides, lumières, lumieres, rhone, fêtedeslumières, pentaxart, atreides59, cedriclafrance]",9/12/2012_18:9,http://farm9.staticflickr.com/8228/8398367697_d494bf131e_t.jpg,8
51419,4.829,45.759,[],6/12/2011_21:36,http://farm8.staticflickr.com/7165/6470038835_12a986c35c_t.jpg,8
10662,4.8293,45.759,"[nikon, lyon, juillet, feudartifice]",6/12/2008_19:24,http://farm5.staticflickr.com/4039/4196081238_4824656abe_t.jpg,8
940,4.829,45.759,"[light, festival, lyon, pentax, lumière, fete, lumiere, kr, fête, atreides, lumières, lumieres, pentaxart, atreides59, cedriclafrance]",9/12/2011_15:13,http://farm8.staticflickr.com/7155/6776136397_511851fce4_t.jpg,8
19396,4.829,45.759,"[flowers, light, flower, fleur, colors, night, fleurs, lyon, pentax, couleurs, lumiere, kr, fête, nuit, atreides, lumières, fêtedeslumières, pentaxart, atreides59, cedriclafrance]",7/12/2012_16:22,http://farm9.staticflickr.com/8077/8328579953_bd4c45d9a0_t.jpg,8
18620,4.829,45.759,[],8/12/2010_16:17,http://farm6.staticflickr.com/5004/5244240114_938311726b_t.jpg,8
20799,4.829,45.759,[],8/12/2011_23:56,http://farm8.staticflickr.com/7009/6513167503_0e01b5d717_t.jpg,8
31492,4.829,45.759,"[light, night, colours, lyon, couleurs, fete, lumiere, nuit, lumieres]",9/12/2011_19:53,http://farm8.staticflickr.com/7022/6487082149_baa99738a4_t.jpg,8
52022,4.8293,45.759,"[festival, lights, lyon, mariage, nuit, rhone, fêtedeslumières, glycine, feuxdartifices, cathédralestjean, dév082008]",6/12/2009_20:13,http://farm9.staticflickr.com/8327/8136210061_1997aa9c20_t.jpg,8
32266,4.829,45.759,[],8/12/2010_23:23,http://farm6.staticflickr.com/5044/5245513061_2676e47f2a_t.jpg,8
55340,4.829,45.759,"[street, light, eyes, lyon, pentax, outdoor, oeil, yeux, fete, kr, fête, rue, extérieur, atreides, lumières, lumieres, exterieur, pentaxart, atreides59, cedriclafrance]",8/12/2011_14:42,http://farm8.staticflickr.com/7006/6737995461_83e7892dbe_t.jpg,8
42167,4.8289,45.759,"[art, church, night, lights, lyon, illuminations, halo, des, fête, nuit, église, lumières, colline, 2007, fêtedeslumières, fourvière, xixe, moity]",6/12/2007_21:31,http://farm3.staticflickr.com/2101/2223938574_b82850a48c_t.jpg,8
30353,4.8295,45.759,"[world, city, longexposure, nightphotography, light, france, water, night, river, town, europe, cityscape, nightscape, cathedral, lyon, basilica, le, festivaloflights, fêtedeslumières, fourvière, rhonealpes, vieuxlyon, cathédralesaintjean, saône, rhônealpes, basiliquedefourvière]",6/12/2012_22:59,http://farm9.staticflickr.com/8258/8788141306_eb38c9da46_t.jpg,8
9105,4.8293,45.759,"[festival, lights, lyon, mariage, nuit, rhone, fêtedeslumières, feuxdartifices]",6/12/2009_20:12,http://farm9.staticflickr.com/8476/8134139385_86df564012_t.jpg,8
9708,4.829,45.759,"[light, red, colors, night, rouge, lyon, pentax, couleurs, lumiere, kr, fête, nuit, atreides, lumières, fêtedeslumières, pentaxart, atreides59, cedriclafrance]",7/12/2012_15:44,http://farm9.staticflickr.com/8215/8329637106_f7e37176eb_t.jpg,8
31458,4.829,45.759,"[marie, les, lyon, merci, lumières]",8/12/2012_21:9,http://farm9.staticflickr.com/8082/8325615898_7e0e7cf658_t.jpg,8
19283,4.829,45.759,[],8/12/2011_22:43,http://farm8.staticflickr.com/7168/6513162811_121250b1e1_t.jpg,8
29482,4.829,45.759,"[world, fish, eye, war, lyon, pentax, wwii, fisheye, prison, kr, ww, guerre, atreides, vestige, weltkrieg, mondiale, montluc, pénitencier, penitencier, pentaxart, atreides59, cedriclafrance, prisondemontluc]",6/12/2012_15:58,http://farm9.staticflickr.com/8504/8419498027_bd1dd387c1_t.jpg,8
19542,4.829,45.759,"[world, wall, sepia, moulin, war, jean, lyon, pentax, wwii, atlantic, prison, bunker, kr, ww, mur, guerre, dday, resistance, atreides, debarquement, blockhouse, blockhaus, atlantik, atlantique, vestige, résistance, weltkrieg, atlantikwall, mondiale, jeanmoulin, débarquement, lespoir, montluc, pentaxart, atreides59, cedriclafrance]",6/12/2012_15:26,http://farm9.staticflickr.com/8093/8402478753_6d640d162d_t.jpg,8
51405,4.829,45.759,"[street, city, light, colors, night, lights, lyon, pentax, lumière, couleurs, fete, lumiere, kr, fête, nuit, atreides, lumières, lumieres, fêtedeslumières, korrigan, pentaxart, atreides59, cedriclafrance]",7/12/2012_19:46,http://farm9.staticflickr.com/8094/8362574070_0e8e044dfd_t.jpg,8
51834,4.829,45.759,"[street, light, sky, lyon, pentax, outdoor, ciel, fete, kr, fête, rue, extérieur, atreides, lumières, lumieres, exterieur, pentaxart, atreides59, cedriclafrance]",8/12/2011_16:9,http://farm8.staticflickr.com/7019/6737996331_1756af58b2_t.jpg,8
1089,4.829,45.759,"[light, flower, fleur, sepia, night, lights, lyon, pentax, lotus, lumière, fete, lumiere, kr, fête, nuit, atreides, lumières, lumieres, fêtedeslumières, pentaxart, atreides59, cedriclafrance]",8/12/2012_16:13,http://farm9.staticflickr.com/8072/8377876766_cbc225aea9_t.jpg,8
42109,4.829,45.759,[],9/12/2012_12:13,http://farm9.staticflickr.com/8061/8269203470_899457f7e8_t.jpg,8
47312,4.829,45.759,"[street, city, streetart, art, lyon, pentax, lumière, sphere, lumiere, kr, fête, ville, atreides, lumières, lumieres, fêtedeslumières, sphère, pentaxart, atreides59, cedriclafrance]",7/12/2012_16:50,http://farm9.staticflickr.com/8078/8336543197_94cbbba8b1_t.jpg,8
32535,4.8292,45.759,"[france, architecture, canon, lyon, nuit, église, rhone, fêtedeslumières, rhonealpes, vieuxlyon, quartierstgeorges, édificereligieux, canoneos60d, formatpaysage, efs1585mmf3556isusm]",9/12/2011_19:33,http://farm8.staticflickr.com/7150/6493323913_4e79257132_t.jpg,8
10967,4.829,45.759,"[light, france, colour, lights, opera, colours, place, lyon, lumière, couleurs, fete, lumiere, nights, fête, nuit, couleur, lumières, lumieres, 2012]",6/12/2012_22:53,http://farm9.staticflickr.com/8223/8264912830_a1c0cdf860_t.jpg,8
31409,4.829,45.759,"[light, festival, lyon, pentax, fete, lumiere, kr, fête, atreides, lumières, pentaxart, atreides59, cedriclafrance]",8/12/2011_20:0,http://farm8.staticflickr.com/7017/6744056317_fd5bce3b0d_t.jpg,8
30234,4.829,45.759,"[light, festival, lyon, pentax, fete, lumiere, kr, fête, atreides, lumières, pentaxart, atreides59, cedriclafrance]",8/12/2011_19:48,http://farm8.staticflickr.com/7151/6744055319_314ae5ff13_t.jpg,8
30866,4.829,45.759,"[urban, france, church, river, landscape, nightshot, cathedral, lyon, fineart, rhône, fineartphotography, blackandwhitephotography, blackandwhitelandscape, refletsdansleau, flickraward, riverphoto, photodart, riverphotographs, cityphotograph, photosdelyon, photodepaysage, photodeville, stwaynekeubrick, photographoflandscape, fineartphotographyoflandscape, photographsofcities, photosdevilles, photoderivieres, photoderiviere, photodurhone, photosdepont]",9/12/2013_22:57,http://farm4.staticflickr.com/3801/11307123526_6ef9c4c4ee_t.jpg,8
10017,4.829,45.759,"[city, light, night, lights, lyon, pentax, lumière, lumiere, kr, fête, nuit, atreides, lumières, lumieres, fêtedeslumières, pentaxart, atreides59, cedriclafrance]",7/12/2012_18:11,http://farm9.staticflickr.com/8220/8343603892_53ee32b353_t.jpg,8
1153,4.829,45.759,"[lyon, illuminations, fêtesdeslumières]",7/12/2012_20:30,http://farm9.staticflickr.com/8219/8256219337_b83d74fd78_t.jpg,8
58747,4.829,45.759,[],8/12/2012_21:49,http://farm9.staticflickr.com/8501/8257110884_d98f6ee3d3_t.jpg,8
869,4.829,45.759,"[world, wall, moulin, war, jean, lyon, pentax, wwii, atlantic, fisheye, prison, bunker, kr, ww, mur, guerre, dday, resistance, atreides, debarquement, blockhouse, blockhaus, atlantik, atlantique, vestige, résistance, weltkrieg, atlantikwall, mondiale, jeanmoulin, débarquement, montluc, pentaxart, atreides59, cedriclafrance]",6/12/2012_15:31,http://farm9.staticflickr.com/8509/8402478637_6a3d013d15_t.jpg,8
20332,4.829,45.759,"[light, france, colour, lights, colours, place, lyon, lumière, couleurs, highlights, fete, lumiere, nights, fête, nuit, couleur, lumières, lumieres, 2012, terreaux]",6/12/2012_22:28,http://farm9.staticflickr.com/8353/8264908968_ff67a50b4c_t.jpg,8
52314,4.8293,45.759,[],9/12/2010_0:41,http://farm6.staticflickr.com/5135/5463413986_734d96dd72_t.jpg,8
47573,4.829,45.759,[],7/12/2007_23:58,http://farm6.staticflickr.com/5303/5624134279_8037d9a515_t.jpg,8
31550,4.829,45.759,"[blue, light, colors, fog, night, lights, lyon, pentax, lumière, couleurs, smoke, bleu, lumiere, kr, fête, nuit, atreides, lumières, lumieres, fumee, fêtedeslumières, fumée, pentaxart, atreides59, cedriclafrance]",8/12/2012_18:38,http://farm9.staticflickr.com/8498/8383686577_a2fb0112eb_t.jpg,8
42926,4.829,45.759,"[street, city, light, night, lights, lyon, pentax, lumière, fisheye, lumiere, kr, nuit, atreides, lumières, lumieres, fêtedeslumières, pentaxart, atreides59, cedriclafrance]",7/12/2012_19:20,http://farm9.staticflickr.com/8054/8362594814_d60a24cbd7_t.jpg,8
18497,4.829,45.759,"[street, light, eyes, lyon, pentax, outdoor, oeil, yeux, fete, kr, fête, rue, extérieur, atreides, lumières, lumieres, exterieur, pentaxart, atreides59, cedriclafrance]",8/12/2011_14:45,http://farm8.staticflickr.com/7146/6737995635_f99a75bc09_t.jpg,8
42930,4.8296,45.759,"[city, france, night, lyon, nuit, ville, fêtedeslumières, 8décembre, smcpda1650mmf28edalifsdm, pentaxk20d]",8/12/2009_23:18,http://farm5.staticflickr.com/4041/4184948903_c6bc56c2f3_t.jpg,8
31686,4.8292,45.759,"[france, architecture, canon, lyon, paysage, nuit, église, rhone, fêtedeslumières, rhonealpes, vieuxlyon, paysageurbain, quartierstgeorges, édificereligieux, canoneos60d, formatpaysage, efs1585mmf3556isusm]",9/12/2011_19:32,http://farm8.staticflickr.com/7023/6493321585_68cbe41654_t.jpg,8
31064,4.8293,45.759,"[nikon, lyon, lumières, saintjean, fourvière]",6/12/2008_0:18,http://farm5.staticflickr.com/4041/4196080878_5b203d7a46_t.jpg,8
11614,4.829,45.759,"[city, light, red, green, yellow, night, jaune, rouge, lights, lyon, pentax, lumière, vert, lumiere, cube, kr, fête, nuit, atreides, lumières, lumieres, fêtedeslumières, pentaxart, atreides59, cedriclafrance]",7/12/2012_18:22,http://farm9.staticflickr.com/8071/8342544745_68d06884b4_t.jpg,8
18422,4.829,45.759,"[light, tree, festival, night, lyon, pentax, lumière, fete, lumiere, kr, fête, ballons, nuit, arbre, atreides, lumières, lumieres, pentaxart, atreides59, cedriclafrance]",9/12/2011_18:56,http://farm8.staticflickr.com/7145/6776137225_1a5fdfd743_t.jpg,8
35075,4.8335,45.76,"[light, 2e, france, festival, lights, europe, lyon, rhône, 69, fête, 2009, festivaloflights, lumières, december8th, fêtedeslumières, 8décembre, 2ème, grandlyon, rhônealpes, lyon2, december8, 8dec, dec8, 8december, deuxième, 69002, 8thdecember, 2èmearrondissement, 2earrondissement, deuxièmearrondissement, fêtedeslumières2009]",8/12/2009_23:25,http://farm3.staticflickr.com/2533/4177416174_9ec028e0d3_t.jpg,9
42100,4.8335,45.76,"[city, light, fish, france, lyon, celebration, 2008, lumieres, flyingfish, fêtedeslumières, jacobins]",6/12/2008_22:20,http://farm3.staticflickr.com/2641/3846001397_e164903062_t.jpg,9
14722,4.8335,45.76,"[city, light, fish, france, lyon, celebration, 2008, lumieres, flyingfish, fêtedeslumières, jacobins]",6/12/2008_22:38,http://farm3.staticflickr.com/2597/3846001955_f54a71733e_t.jpg,9
9039,4.8335,45.76,"[2e, france, december, lyon, 2008, décembre, 8décembre, 2ème, lyon2, presquîle, 8december, deuxième, 69002, 2èmearrondissement, 2earrondissement, deuxièmearrondissement]",6/12/2008_0:16,http://farm4.staticflickr.com/3216/3121146155_9dee0813b6_t.jpg,9
14705,4.8333,45.76,"[france, lyon, fete, lumiere, nocturne, urbain]",6/12/2008_16:41,http://farm4.staticflickr.com/3274/3094277046_cb0f81a403_t.jpg,9
14877,4.8333,45.76,"[france, rouge, lyon, lumieres, 2007, fêtedeslumières, jacobins, lightfestival, 8decembre, fetedeslumieres, fetedeslumieres07]",8/12/2007_19:56,http://farm3.staticflickr.com/2031/2114974618_4810b13468_t.jpg,9
21775,4.8332,45.761,"[voyage, travel, light, vacation, streetart, france, art, night, google, nikon, holidays, flickr, lyon, lumière, illumination, rhône, event, getty, geography, rue, 2008, turismo, nuit, cultural, tourismus, lumières, lyons, tourismo, fêtedeslumières, région, grandlyon, d90, rhônealpes, nikkor18200vr, géographie, appert, nikond90, manuelappert, gifranceaug]",8/12/2008_21:39,http://farm4.staticflickr.com/3209/3095222784_f5c530c6e9_t.jpg,9
264,4.8332,45.761,"[travel, winter, fish, france, fountain, europe, december, lyon, hiver, 2008, fontaine, poissons, décembre, fêtedeslumières, placedesjacobins]",6/12/2008_22:34,http://farm4.staticflickr.com/3553/3477216047_46b173e305_t.jpg,9
6583,4.8334,45.761,"[lyon, des, lumières, 2010, fêtes]",8/12/2010_20:12,http://farm6.staticflickr.com/5124/5247846583_f0e41215a4_t.jpg,9
22032,4.8335,45.76,"[lyon, 2008, lumières]",9/12/2008_1:0,http://farm4.staticflickr.com/3284/3095861309_61a8efce5d_t.jpg,9
3583,4.8333,45.761,"[vision:outdoor=0905, vision:dark=0557, fêtedeslumièreslyon2013]",8/12/2013_18:17,http://farm6.staticflickr.com/5510/11274678956_37bd7cfb9e_t.jpg,9
2230,4.8336,45.76,"[fish, lights, colours, lyon, couleurs, lumières, poissons, fêtedeslumières, 8décembre, lightsfestival]",6/12/2008_20:23,http://farm4.staticflickr.com/3222/3117227784_83c5d655fc_t.jpg,9
14753,4.8337,45.76,"[winter, france, festival, night, europe, december, lyon, hiver, 2008, lumières, decembre]",7/12/2008_20:43,http://farm4.staticflickr.com/3438/3189405660_afbdd94b22_t.jpg,9
27648,4.8335,45.76,"[city, light, fish, france, lyon, celebration, 2008, lumieres, flyingfish, fêtedeslumières, jacobins]",6/12/2008_22:31,http://farm3.staticflickr.com/2475/3846790234_e25075e835_t.jpg,9
14795,4.8334,45.76,"[street, canon, eos, shot, lyon, candid, 100mm, automn, fête, matsuri, chars, lumières, f20, 550d, yotaka]",9/12/2011_19:59,http://farm8.staticflickr.com/7034/6587395745_e15323c663_t.jpg,9
15705,4.8335,45.76,"[2e, france, december, lyon, 2008, décembre, 8décembre, 2ème, lyon2, presquîle, 8december, deuxième, 69002, 2èmearrondissement, 2earrondissement, deuxièmearrondissement]",6/12/2008_0:14,http://farm4.staticflickr.com/3285/3121140859_247899c2e1_t.jpg,9
34871,4.8335,45.76,"[city, light, fish, france, lyon, celebration, 2008, lumieres, flyingfish, fêtedeslumières, jacobins]",7/12/2008_20:16,http://farm3.staticflickr.com/2506/3846002215_e61013884b_t.jpg,9
56965,4.8333,45.76,"[light, festival, lyon, illuminations, des, fete, lumiere, fontaine, source, morel, lumières, 2010, sibylle, bellecour, jacobins, siby]",9/12/2009_0:14,http://farm6.staticflickr.com/5129/5246270287_8bf2a1021a_t.jpg,9
14845,4.8335,45.76,"[light, 2e, france, festival, lights, europe, lyon, rhône, 69, fête, 2009, festivaloflights, lumières, december8th, fêtedeslumières, 8décembre, 2ème, grandlyon, rhônealpes, lyon2, december8, 8dec, dec8, 8december, deuxième, 69002, 8thdecember, 2èmearrondissement, 2earrondissement, deuxièmearrondissement, fêtedeslumières2009]",8/12/2009_23:34,http://farm3.staticflickr.com/2637/4177421962_d6fa3354cd_t.jpg,9
17480,4.8337,45.761,"[lyon, rhône, jacobins, vision:sky=0603, vision:dark=0618, vision:plant=0597]",9/12/2013_1:2,http://farm4.staticflickr.com/3739/11295133326_b831c24748_t.jpg,9
3551,4.8333,45.76,"[lyon, 2010, fêtedeslumières, 8décembre, lightsday]",8/12/2010_21:3,http://farm6.staticflickr.com/5046/5257553001_fce687b473_t.jpg,9
58438,4.8335,45.76,"[france, lyon, rhône, fêtedeslumières, rhônealpes]",7/12/2006_23:9,http://farm1.staticflickr.com/100/316709642_6f0ee1d4fb_t.jpg,9
20242,4.8336,45.76,"[winter, france, festival, night, europe, december, lyon, hiver, 2008, lumières, decembre]",7/12/2008_20:48,http://farm4.staticflickr.com/3351/3188600795_1dfaf7ec37_t.jpg,9
25784,4.8335,45.761,"[fish, color, night, swim, aquarium, december, place, lyon, 8, reflet, fête, 2008, poisson, mur, nuit, couleur, décoration, lumières, immeuble, nage, décembre, décor, spectacle, fêtedeslumières, lugdunum, rho?nealpes]",9/12/2008_2:22,http://farm4.staticflickr.com/3099/3098240679_c76187ae7b_t.jpg,9
49307,4.8337,45.761,"[france, saint, marie, lyon, son, des, fête, lumières, bougie, spectacle, vierge, wwwnetsanfr, wwwyomenetsancom]",8/12/2008_19:11,http://farm4.staticflickr.com/3075/3093183943_690e91aaa6_t.jpg,9
21828,4.8337,45.761,"[light, night, lyon, lumière, nuit]",6/12/2008_19:14,http://farm8.staticflickr.com/7170/6529248753_1484cbdff6_t.jpg,9
32448,4.8335,45.76,"[city, light, fish, france, lyon, celebration, 2008, lumieres, flyingfish, fêtedeslumières, jacobins]",6/12/2008_22:30,http://farm3.staticflickr.com/2425/3846790644_31eec9cef9_t.jpg,9
3665,4.8332,45.761,"[voyage, travel, light, vacation, streetart, france, art, night, google, nikon, holidays, flickr, lyon, lumière, illumination, rhône, event, getty, geography, rue, 2008, turismo, nuit, cultural, tourismus, lumières, lyons, tourismo, fêtedeslumières, région, grandlyon, d90, rhônealpes, nikkor18200vr, géographie, appert, nikond90, manuelappert, gifranceaug]",8/12/2008_21:39,http://farm4.staticflickr.com/3284/3095222826_6b7dc2f401_t.jpg,9
20189,4.8333,45.761,[],9/12/2010_0:3,http://farm6.staticflickr.com/5257/5462809067_ecc91c517c_t.jpg,9
51023,4.8341,45.76,"[france, lyon, fêtedeslumières]",8/12/2009_22:42,http://farm3.staticflickr.com/2570/4169931933_c002713fe8_t.jpg,9
9065,4.8335,45.76,"[city, light, fish, france, lyon, celebration, 2008, lumieres, flyingfish, fêtedeslumières, jacobins]",7/12/2008_20:16,http://farm4.staticflickr.com/3501/3846790916_a3e43bd3e6_t.jpg,9
43492,4.8338,45.761,"[lyon, illuminations, fêtedeslumières, placedesjacobins, fêtedeslumièreslyon, illuminationslyon]",9/12/2010_19:36,http://farm9.staticflickr.com/8318/8054410174_9f6e8a0917_t.jpg,9
