,longitude,latitude,hashtags,date_taken,url,cluster
31213,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:5,http://farm4.staticflickr.com/3167/3092533358_da107d60eb_t.jpg,3
57254,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, nikko, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_12:30,http://farm4.staticflickr.com/3092/3091686085_f1c6baf230_t.jpg,3
337,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, karting, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_12:31,http://farm4.staticflickr.com/3100/3092525730_21b151343a_t.jpg,3
31261,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:5,http://farm4.staticflickr.com/3046/3091695581_8bf3a0d8b9_t.jpg,3
59348,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, tuning, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, spiritracingclubecully, lalogofr]",6/12/2008_12:46,http://farm4.staticflickr.com/3183/3092527474_54c4fd3c95_t.jpg,3
47440,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:5,http://farm4.staticflickr.com/3007/3091694349_3a4d528eb9_t.jpg,3
53705,4.8205,45.742,"[cars, alpes, geotagged, lyon, fisheye, subaru, bmw, 69, tuning, perrache, drift, rhone, gymkhana, brignais, grandangle, nikon105, lalogothequecom, valeromichel, adnracing, téléthon2008, spiritracingclubecully, lalogofr]",6/12/2008_12:49,http://farm4.staticflickr.com/3042/3091690357_042d07bdb1_t.jpg,3
37316,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:10,http://farm4.staticflickr.com/3045/3092536678_4d36a3e6b3_t.jpg,3
18836,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, nikko, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_12:35,http://farm4.staticflickr.com/3081/3091688207_c6b17fe466_t.jpg,3
54081,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:5,http://farm4.staticflickr.com/3194/3091694221_df0dc08dd6_t.jpg,3
10415,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, nikko, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:19,http://farm4.staticflickr.com/3287/3092544090_54df2e7cdc_t.jpg,3
31581,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_12:23,http://farm4.staticflickr.com/3295/3092521998_a82c3247eb_t.jpg,3
18879,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, nikko, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:34,http://farm4.staticflickr.com/3041/3091707139_d7bf7e9e1f_t.jpg,3
13609,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, tuning, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, spiritracingclubecully, lalogofr]",6/12/2008_12:47,http://farm4.staticflickr.com/3277/3092527808_6182bcc140_t.jpg,3
44842,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_11:57,http://farm4.staticflickr.com/3065/3091680483_efd856f56c_t.jpg,3
47027,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:5,http://farm4.staticflickr.com/3219/3091693939_f81004d81a_t.jpg,3
25864,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, karting, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_12:31,http://farm4.staticflickr.com/3047/3092525584_04da7c8c37_t.jpg,3
5060,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_12:25,http://farm4.staticflickr.com/3088/3092522316_1bfef3b22d_t.jpg,3
20122,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, nikko, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_12:1,http://farm4.staticflickr.com/3272/3091680825_d5248f7653_t.jpg,3
45287,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:8,http://farm4.staticflickr.com/3100/3091697599_4775ffe073_t.jpg,3
9350,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, nikko, 69, perrache, drift, rhone, gymkhana, nissan350z, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_12:13,http://farm4.staticflickr.com/3178/3091682687_7a882ff3fa_t.jpg,3
25485,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, nikko, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:18,http://farm4.staticflickr.com/3191/3092543698_14e4bf45ac_t.jpg,3
30711,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, karting, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_12:30,http://farm4.staticflickr.com/3208/3092524680_09163f63e3_t.jpg,3
9687,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:3,http://farm4.staticflickr.com/3128/3091692647_6b16b3d333_t.jpg,3
57263,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, nikko, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:17,http://farm4.staticflickr.com/3159/3091703923_2978c44651_t.jpg,3
37725,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, alfaroméo, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:13,http://farm4.staticflickr.com/3060/3092540572_d354f486aa_t.jpg,3
37696,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, nikko, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:17,http://farm4.staticflickr.com/3111/3091704509_f9ea9f0bc5_t.jpg,3
49152,4.8205,45.742,"[alpes, geotagged, lyon, lotus, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_12:21,http://farm4.staticflickr.com/3281/3091683143_8d4264e9e3_t.jpg,3
13937,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:12,http://farm4.staticflickr.com/3063/3092539966_e9178e6d46_t.jpg,3
42287,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, karting, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_12:31,http://farm4.staticflickr.com/3170/3091687147_5278a0a8c5_t.jpg,3
36187,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:5,http://farm4.staticflickr.com/3239/3092533692_736e7afa18_t.jpg,3
5818,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_12:56,http://farm4.staticflickr.com/3255/3091691777_a317effd8a_t.jpg,3
24908,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, nikko, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_12:29,http://farm4.staticflickr.com/3246/3092523264_cdf085db03_t.jpg,3
10450,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, karting, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_12:30,http://farm4.staticflickr.com/3105/3092525020_86566b1c17_t.jpg,3
9466,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, nikko, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:37,http://farm4.staticflickr.com/3129/3091707245_9bc38aecd5_t.jpg,3
15016,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, nikko, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:17,http://farm4.staticflickr.com/3089/3092542146_446336c58f_t.jpg,3
26410,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, nikko, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:33,http://farm4.staticflickr.com/3008/3091706841_15e14782cb_t.jpg,3
19950,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:2,http://farm4.staticflickr.com/3192/3092530590_20c12ff4f5_t.jpg,3
9266,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:5,http://farm4.staticflickr.com/3131/3092532604_04d074630a_t.jpg,3
2400,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_11:53,http://farm4.staticflickr.com/3096/3092518094_b975e89f53_t.jpg,3
20588,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:9,http://farm4.staticflickr.com/3186/3092536362_68573e079d_t.jpg,3
51143,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:5,http://farm4.staticflickr.com/3088/3092533572_4fda466bc3_t.jpg,3
58208,4.8205,45.742,"[cars, alpes, geotagged, lyon, fisheye, subaru, bmw, 69, tuning, perrache, drift, rhone, gymkhana, brignais, grandangle, nikon105, lalogothequecom, valeromichel, adnracing, téléthon2008, spiritracingclubecully, lalogofr]",6/12/2008_12:53,http://farm4.staticflickr.com/3039/3092529650_039995d08b_t.jpg,3
50635,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, nikko, 69, perrache, drift, rhone, gymkhana, nissan350z, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_12:12,http://farm4.staticflickr.com/3201/3092520788_d50533c516_t.jpg,3
21230,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:5,http://farm4.staticflickr.com/3115/3091695467_6bec8dc510_t.jpg,3
1663,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:8,http://farm4.staticflickr.com/3030/3092536070_c165c3bf07_t.jpg,3
17811,4.8205,45.742,"[cars, alpes, geotagged, lyon, fisheye, subaru, bmw, 69, tuning, perrache, drift, rhone, gymkhana, brignais, grandangle, nikon105, lalogothequecom, valeromichel, adnracing, téléthon2008, spiritracingclubecully, lalogofr]",6/12/2008_12:53,http://farm4.staticflickr.com/3004/3091691093_7865e40db4_t.jpg,3
21206,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, karting, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_12:31,http://farm4.staticflickr.com/3283/3091686993_bde28bf6b1_t.jpg,3
7286,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:12,http://farm4.staticflickr.com/3261/3092538328_aa78301a43_t.jpg,3
46645,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:15,http://farm4.staticflickr.com/3048/3091703151_e5fe8581c4_t.jpg,3
33040,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:5,http://farm4.staticflickr.com/3142/3092535152_a92b349d20_t.jpg,3
3312,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, nikko, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_12:29,http://farm4.staticflickr.com/3229/3091685047_d871597209_t.jpg,3
50588,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, nikko, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:19,http://farm4.staticflickr.com/3083/3092543992_7bce48a1b6_t.jpg,3
16744,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:12,http://farm4.staticflickr.com/3036/3091701081_5e0cf5da17_t.jpg,3
7133,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, karting, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_12:32,http://farm4.staticflickr.com/3078/3091687495_2603394759_t.jpg,3
39496,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:12,http://farm4.staticflickr.com/3172/3092538578_acd638e228_t.jpg,3
48565,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:11,http://farm4.staticflickr.com/3266/3092537652_54d938d137_t.jpg,3
29576,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_11:54,http://farm4.staticflickr.com/3200/3092518356_45f876a96a_t.jpg,3
16642,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, karting, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_12:30,http://farm4.staticflickr.com/3060/3092524918_3b5ded11c1_t.jpg,3
11257,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:10,http://farm4.staticflickr.com/3074/3091698495_872a6ff42d_t.jpg,3
45890,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_12:8,http://farm4.staticflickr.com/3230/3092520130_284be18f42_t.jpg,3
50513,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, nikko, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:17,http://farm4.staticflickr.com/3259/3092543548_3b038df4db_t.jpg,3
44300,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, nikko, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:32,http://farm4.staticflickr.com/3081/3091706241_9303da6acf_t.jpg,3
23147,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_11:52,http://farm4.staticflickr.com/3249/3091679433_419f375912_t.jpg,3
44354,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, nikko, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_12:30,http://farm4.staticflickr.com/3258/3091685955_50cb92bcea_t.jpg,3
3409,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:5,http://farm4.staticflickr.com/3123/3091694929_eaf623eb65_t.jpg,3
32688,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:4,http://farm4.staticflickr.com/3207/3092531588_0be08f3f1e_t.jpg,3
39389,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, alfaroméo, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:13,http://farm4.staticflickr.com/3030/3092540808_7b87f50a2a_t.jpg,3
18106,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:3,http://farm4.staticflickr.com/3108/3091692771_37eeaf09b3_t.jpg,3
3428,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:12,http://farm4.staticflickr.com/3062/3091699923_085a28b968_t.jpg,3
58617,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:10,http://farm4.staticflickr.com/3265/3092536942_322b8d91d1_t.jpg,3
39795,4.8205,45.742,"[cars, alpes, geotagged, lyon, fisheye, subaru, bmw, 69, tuning, perrache, drift, rhone, gymkhana, brignais, grandangle, nikon105, lalogothequecom, valeromichel, adnracing, téléthon2008, spiritracingclubecully, lalogofr]",6/12/2008_12:52,http://farm4.staticflickr.com/3062/3092529302_f87254218a_t.jpg,3
48008,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, alfaroméo, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:13,http://farm4.staticflickr.com/3270/3091702625_439cf7960c_t.jpg,3
46509,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:12,http://farm4.staticflickr.com/3277/3091700691_d4a6eeb781_t.jpg,3
22079,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, nikko, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_12:0,http://farm4.staticflickr.com/3003/3092519132_c067bab71a_t.jpg,3
2573,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, alfaroméo, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:13,http://farm4.staticflickr.com/3069/3091702349_f6fe034e21_t.jpg,3
17285,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, nikko, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:32,http://farm4.staticflickr.com/3014/3091706525_e9d7ebcdb1_t.jpg,3
28758,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, nikko, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:17,http://farm4.staticflickr.com/3244/3092543008_b26c3de6a6_t.jpg,3
58439,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, nikko, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:17,http://farm4.staticflickr.com/3004/3092542286_89b7e63875_t.jpg,3
33787,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_11:51,http://farm4.staticflickr.com/3199/3091679205_715b5976ba_t.jpg,3
50993,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:5,http://farm4.staticflickr.com/3241/3091695255_349466be11_t.jpg,3
58313,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, karting, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_12:30,http://farm4.staticflickr.com/3167/3092525248_e5caf2d5cc_t.jpg,3
8038,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, tuning, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, spiritracingclubecully, lalogofr]",6/12/2008_12:45,http://farm4.staticflickr.com/3030/3091688821_0c3f7e7544_t.jpg,3
40273,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_11:51,http://farm4.staticflickr.com/3249/3091679047_18a18391bb_t.jpg,3
2720,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:5,http://farm4.staticflickr.com/3117/3091696919_3fcbf404bd_t.jpg,3
11853,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, nikko, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:17,http://farm4.staticflickr.com/3133/3092542466_98a23de960_t.jpg,3
8119,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_11:52,http://farm4.staticflickr.com/3283/3092517870_f45d370256_t.jpg,3
46441,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:5,http://farm4.staticflickr.com/3137/3092534352_b563ea5cb7_t.jpg,3
39344,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:5,http://farm4.staticflickr.com/3288/3092534692_2970ac65a6_t.jpg,3
22284,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, nikko, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_12:29,http://farm4.staticflickr.com/3090/3092522982_d5f88fcfb5_t.jpg,3
50881,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:5,http://farm4.staticflickr.com/3256/3092533242_ae5e90e0a3_t.jpg,3
33500,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, alfaroméo, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:13,http://farm4.staticflickr.com/3174/3091702083_48571aae37_t.jpg,3
17096,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_12:9,http://farm4.staticflickr.com/3256/3091681891_97b54ee3e0_t.jpg,3
8192,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_13:5,http://farm4.staticflickr.com/3040/3092534564_bfe2cec7c7_t.jpg,3
8193,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, 69, perrache, drift, rhone, gymkhana, actros, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_12:17,http://farm4.staticflickr.com/3103/3091682929_3ee7115d7a_t.jpg,3
40738,4.8205,45.742,"[alpes, geotagged, lyon, subaru, bmw, nikko, 69, perrache, drift, rhone, gymkhana, nissan350z, brignais, lalogothequecom, valeromichel, adnracing, téléthon2008, lalogofr]",6/12/2008_12:13,http://farm4.staticflickr.com/3002/3091682517_b416a42499_t.jpg,3
